0.000000000000000000e+00,6.961667819375984001e-01
2.083333333333333218e-02,6.998290919557323964e-01
4.166666666666666435e-02,7.005006323813256497e-01
6.250000000000000000e-02,7.002498781658004212e-01
8.333333333333332871e-02,6.995312674398230790e-01
1.041666666666666574e-01,6.985226439135204801e-01
1.250000000000000000e-01,6.969338293174577315e-01
1.458333333333333148e-01,6.950486866554470566e-01
1.666666666666666574e-01,6.923265887269111074e-01
1.875000000000000000e-01,6.883972895724691510e-01
2.083333333333333148e-01,6.846026482447373773e-01
2.291666666666666574e-01,6.814950824465183521e-01
2.500000000000000000e-01,6.793998054860892477e-01
2.708333333333333148e-01,6.792907311025158101e-01
2.916666666666666297e-01,6.814122772338757628e-01
3.125000000000000000e-01,6.807797687191771141e-01
3.333333333333333148e-01,6.832047042574310725e-01
3.541666666666666297e-01,6.857206986500367085e-01
3.750000000000000000e-01,6.866136378206099122e-01
3.958333333333333148e-01,6.859200774696317948e-01
4.166666666666666297e-01,8.052978626576565713e-01
4.375000000000000000e-01,6.878013976965847709e-01
4.583333333333333148e-01,-8.520293220347388008e-01
4.791666666666666297e-01,8.468600416398471831e-01
5.000000000000000000e-01,-7.925450285197805922e-01
5.208333333333332593e-01,-9.321524838090301801e-02
5.416666666666666297e-01,4.310395658819057840e-01
5.625000000000000000e-01,-4.874945587651581258e-01
5.833333333333332593e-01,-4.889082447406769005e-01
6.041666666666666297e-01,-4.885877646508083871e-01
6.250000000000000000e-01,-4.845605688161103153e-01
6.458333333333332593e-01,-4.844502851188864367e-01
6.666666666666666297e-01,-4.830203957451530972e-01
6.875000000000000000e-01,-4.827334890354406105e-01
7.083333333333332593e-01,-4.824299657671992647e-01
7.291666666666666297e-01,-4.821176283838172760e-01
7.500000000000000000e-01,-4.818005517640621127e-01
7.708333333333332593e-01,-4.814807055418168225e-01
7.916666666666666297e-01,-4.811588959285112987e-01
8.125000000000000000e-01,-4.977993273126797846e-01
8.333333333333332593e-01,-5.820661191001337276e-01
8.541666666666666297e-01,-7.096451355870179167e-01
8.750000000000000000e-01,-9.809047672504276338e-01
8.958333333333332593e-01,-6.812812413700914949e-01
9.166666666666666297e-01,-6.320142027305299948e-01
9.375000000000000000e-01,6.994898574473871200e-01
9.583333333333332593e-01,-8.787511388105736510e-01
9.791666666666666297e-01,-4.346878825495099075e-01
1.000000000000000000e+00,-2.047081337914298249e-01
1.020833333333333259e+00,9.588618197979212887e-01
1.041666666666666519e+00,9.101788669992451064e-01
1.062500000000000000e+00,8.262145882818735521e-01
1.083333333333333259e+00,7.010004263234899113e-01
1.104166666666666519e+00,5.518432083554677403e-01
1.125000000000000000e+00,4.087254658216464276e-01
1.145833333333333259e+00,2.900893647582840629e-01
1.166666666666666519e+00,8.524502109687401852e-01
1.187500000000000000e+00,7.205416967051928578e-01
1.208333333333333259e+00,5.787891141218263202e-01
1.229166666666666519e+00,4.342724012446019799e-01
1.250000000000000000e+00,3.117878574017282078e-01
1.270833333333333259e+00,9.029516694222557982e-01
1.291666666666666519e+00,7.805665254441097600e-01
1.312500000000000000e+00,6.674817535381178946e-01
1.333333333333333259e+00,5.198666938166303098e-01
1.354166666666666519e+00,3.826092102427331998e-01
1.375000000000000000e+00,2.701546360730113783e-01
1.395833333333333259e+00,8.634078898552538517e-01
1.416666666666666519e+00,7.400780910606128415e-01
1.437500000000000000e+00,6.023416515715731556e-01
1.458333333333333259e+00,4.565392468090352374e-01
1.479166666666666519e+00,3.302613652455610449e-01
1.500000000000000000e+00,-9.648585961526886523e-01
1.520833333333333259e+00,8.232190243804528018e-01
1.541666666666666519e+00,6.840477096154244929e-01
1.562500000000000000e+00,5.394563262141541804e-01
1.583333333333333259e+00,3.997268035623292026e-01
1.604166666666666519e+00,2.840384464987717461e-01
1.625000000000000000e+00,6.412354218018440077e-01
1.645833333333333259e+00,7.599810347721871473e-01
1.666666666666666519e+00,6.334951050221667712e-01
1.687500000000000000e+00,4.863039311370999096e-01
1.708333333333333259e+00,3.546236034323700381e-01
1.729166666666666519e+00,2.481794147247404214e-01
1.750000000000000000e+00,8.460643615366041370e-01
1.770833333333333259e+00,7.124687027514023940e-01
1.791666666666666519e+00,5.707312912632209745e-01
1.812500000000000000e+00,4.274819877616129471e-01
1.833333333333333259e+00,3.064282190414833185e-01
1.854166666666666519e+00,9.028640537319168047e-01
1.875000000000000000e+00,7.796285261968859404e-01
1.895833333333333259e+00,6.665565113851279477e-01
1.916666666666666519e+00,5.189967595634004116e-01
1.937500000000000000e+00,3.818948282446698594e-01
1.958333333333333259e+00,2.696013353818989544e-01
1.979166666666666519e+00,8.632731690342007047e-01
2.000000000000000000e+00,7.398905736799790134e-01
2.020833333333333037e+00,6.021283274407901454e-01
2.041666666666666519e+00,4.563381613827989236e-01
2.062500000000000000e+00,3.300959410882584599e-01
2.083333333333333037e+00,-9.648628527975157132e-01
2.104166666666666519e+00,8.231243266361290001e-01
2.125000000000000000e+00,6.839188729092650076e-01
2.145833333333333037e+00,5.393146651717871665e-01
2.166666666666666519e+00,3.995996628691199648e-01
2.187500000000000000e+00,2.839327302370538986e-01
2.208333333333333037e+00,6.411686524395603382e-01
2.229166666666666519e+00,7.598783417785974770e-01
2.250000000000000000e+00,6.333634727841415124e-01
2.270833333333333037e+00,4.861701290611798454e-01
2.291666666666666519e+00,3.545078351577020115e-01
2.312500000000000000e+00,2.480868337569071824e-01
2.333333333333333037e+00,8.459858507330335620e-01
2.354166666666666519e+00,7.123558801448953703e-01
2.375000000000000000e+00,5.705972643755075069e-01
2.395833333333333037e+00,4.273558867140721529e-01
2.416666666666666519e+00,3.063220967945664563e-01
