0.000000000000000000e+00,1.874152161511842551e-03
2.083333333333333218e-02,6.861755576092685473e-03
4.166666666666666435e-02,1.495780463787330788e-02
6.250000000000000000e-02,2.617532463060648698e-02
8.333333333333332871e-02,4.056967576391338343e-02
1.041666666666666574e-01,5.826759224838593682e-02
1.250000000000000000e-01,7.949963776244120539e-02
1.458333333333333148e-01,1.046566146548582321e-01
1.666666666666666574e-01,1.343334761515012077e-01
1.875000000000000000e-01,1.694063525081262456e-01
2.083333333333333148e-01,2.110301366061269335e-01
2.291666666666666574e-01,2.606144725671689644e-01
2.500000000000000000e-01,3.196391050999230488e-01
2.708333333333333148e-01,3.888815521975461098e-01
2.916666666666666297e-01,4.669698572143622939e-01
3.125000000000000000e-01,5.702367740328940782e-01
3.333333333333333148e-01,7.350111296630431612e-01
3.541666666666666297e-01,8.575122098763541256e-01
3.750000000000000000e-01,9.545400601844332700e-01
3.958333333333333148e-01,-9.544432223817127525e-01
4.166666666666666297e-01,9.814181618957500408e-01
4.375000000000000000e-01,9.786880152726348259e-01
4.583333333333333148e-01,-9.724823479980150287e-01
4.791666666666666297e-01,9.742942904260437631e-01
5.000000000000000000e-01,-9.617473234913287428e-01
5.208333333333332593e-01,-9.607741583917407402e-01
5.416666666666666297e-01,-9.978613107553203632e-01
5.625000000000000000e-01,9.829434880811721564e-01
5.833333333333332593e-01,9.887660317049299374e-01
6.041666666666666297e-01,9.925905530705667612e-01
6.250000000000000000e-01,9.951098114222268753e-01
6.458333333333332593e-01,9.967775666848153193e-01
6.666666666666666297e-01,9.978789078279584057e-01
6.875000000000000000e-01,9.986046116262549122e-01
7.083333333333332593e-01,9.990830643979742298e-01
7.291666666666666297e-01,9.993984656712742165e-01
7.500000000000000000e-01,9.996063704106304959e-01
7.708333333333332593e-01,9.997434130030007360e-01
7.916666666666666297e-01,9.998337452423137206e-01
8.125000000000000000e-01,9.998946285337292350e-01
8.333333333333332593e-01,9.999350390018684198e-01
8.541666666666666297e-01,9.999617662090936054e-01
8.750000000000000000e-01,9.999777813814565430e-01
8.958333333333332593e-01,9.999899399953946499e-01
9.166666666666666297e-01,9.999967062178802824e-01
9.375000000000000000e-01,-9.999983448924867346e-01
9.583333333333332593e-01,-9.999993443364146861e-01
9.791666666666666297e-01,-9.999955291026536575e-01
1.000000000000000000e+00,-9.999933241157683561e-01
1.020833333333333259e+00,-9.999930496776547884e-01
1.041666666666666519e+00,-9.999932564969542526e-01
1.062500000000000000e+00,-9.999933990489456859e-01
1.083333333333333259e+00,-9.999934985031144752e-01
1.104166666666666519e+00,-9.999935688518568622e-01
1.125000000000000000e+00,-9.999936196747430950e-01
1.145833333333333259e+00,-9.999936560612030512e-01
1.166666666666666519e+00,-9.999935329668212525e-01
1.187500000000000000e+00,-9.999935826574353204e-01
1.208333333333333259e+00,-9.999936232705382011e-01
1.229166666666666519e+00,-9.999936543486164231e-01
1.250000000000000000e+00,-9.999936784100333931e-01
1.270833333333333259e+00,-9.999933158918121734e-01
1.291666666666666519e+00,-9.999935495494030047e-01
1.312500000000000000e+00,-9.999935998432297746e-01
1.333333333333333259e+00,-9.999936362608397022e-01
1.354166666666666519e+00,-9.999936646434991472e-01
1.375000000000000000e+00,-9.999936858442307619e-01
1.395833333333333259e+00,-9.999935395252734782e-01
1.416666666666666519e+00,-9.999935859619621947e-01
1.437500000000000000e+00,-9.999936245744170948e-01
1.458333333333333259e+00,-9.999936544139592653e-01
1.479166666666666519e+00,-9.999936780605601649e-01
1.500000000000000000e+00,-9.999934207689985532e-01
1.520833333333333259e+00,-9.999935654473653956e-01
1.541666666666666519e+00,-9.999936061359422368e-01
1.562500000000000000e+00,-9.999936398482567323e-01
1.583333333333333259e+00,-9.999936663517744462e-01
1.604166666666666519e+00,-9.999936867242988914e-01
1.625000000000000000e+00,-9.999935260007484228e-01
1.645833333333333259e+00,-9.999935692125594411e-01
1.666666666666666519e+00,-9.999936132126333588e-01
1.687500000000000000e+00,-9.999936460575259423e-01
1.708333333333333259e+00,-9.999936719471103075e-01
1.729166666666666519e+00,-9.999936909206443847e-01
1.750000000000000000e+00,-9.999935560022010783e-01
1.770833333333333259e+00,-9.999935981169610910e-01
1.791666666666666519e+00,-9.999936335890287076e-01
